"Week","location","team","school","opp","school2"
"1256",10,"Away","Buffalo","Buffalo","Bowling Green","Bowling Green"
"1257",10,"Away","Fresno State","Fresno State","Boise State","Boise State"
"1258",10,"Away","Purdue","Purdue","Michigan","Michigan"
"1259",10,"Away","Rutgers","Rutgers","Illinois","Illinois"
"1260",10,"Away","Miami","Miami","SMU","SMU"
"1261",10,"Away","Notre Dame","Notre Dame","Boston College","Boston College"
"1262",10,"Away","Texas Tech","Texas Tech","Kansas State","Kansas State"
"1263",10,"Away","Cincinnati","Cincinnati","Utah","Utah"
"1264",10,"Away","Virginia","Virginia","California","California"
"1265",10,"Away","Hawai'i","Hawai'i","San José State","San José State"
"1266",10,"Away","New Mexico","New Mexico","UNLV","UNLV"
"1267",10,"Away","Pittsburgh","Pittsburgh","Stanford","Stanford"
"1268",10,"Away","Georgia","Georgia","Florida","Florida"
"1269",10,"Away","Georgia Tech","Georgia Tech","NC State","NC State"
"1270",10,"Away","Indiana","Indiana","Maryland","Maryland"
"1271",11,"Home","Akron","Akron","Massachusetts","Massachusetts"
"1272",11,"Home","Ohio","Ohio","Miami (OH)","Miami (OH)"
"1273",11,"Home","Toledo","Toledo","Northern Illinois","Northern Illinois"
"1274",11,"Home","Ball State","Ball State","Kent State","Kent State"
"1275",11,"Home","South Florida","South Florida","UTSA","UTSA"
"1276",11,"Home","App State","App State","Georgia Southern","Georgia Southern"
"1277",11,"Home","Memphis","Memphis","Tulane","Tulane"
"1278",11,"Home","Rice","Rice","UAB","UAB"
"1279",11,"Home","Delaware","Delaware","Louisiana Tech","Louisiana Tech"
"1280",11,"Home","Liberty","Liberty","Missouri State","Missouri State"
"1281",11,"Home","New Mexico State","New Mexico State","Kennesaw State","Kennesaw State"
"1282",11,"Home","UConn","UConn","Duke","Duke"
"1283",11,"Home","Army","Army","Temple","Temple"
"1284",11,"Home","Louisville","Louisville","California","California"
"1285",11,"Home","Boston College","Boston College","SMU","SMU"
"1286",11,"Home","North Carolina","North Carolina","Stanford","Stanford"
"1287",11,"Home","Arkansas State","Arkansas State","Southern Miss","Southern Miss"
"1288",11,"Home","Louisiana","Louisiana","Texas State","Texas State"
"1289",11,"Home","Clemson","Clemson","Florida State","Florida State"
"1290",11,"Home","Virginia","Virginia","Wake Forest","Wake Forest"
"1291",11,"Home","Miami","Miami","Syracuse","Syracuse"
"1292",11,"Home","Coastal Carolina","Coastal Carolina","Georgia State","Georgia State"
"1293",11,"Home","Arizona","Arizona","Kansas","Kansas"
"1294",11,"Home","UCLA","UCLA","Nebraska","Nebraska"
"1295",11,"Home","USC","USC","Northwestern","Northwestern"
"1296",11,"Home","Marshall","Marshall","James Madison","James Madison"
"1297",11,"Home","Alabama","Alabama","LSU","LSU"
"1298",11,"Home","Oregon State","Oregon State","Sam Houston","Sam Houston"
"1299",11,"Home","Rutgers","Rutgers","Maryland","Maryland"
"1300",11,"Home","UTEP","UTEP","Jacksonville State","Jacksonville State"
"1301",11,"Home","Middle Tennessee","Middle Tennessee","Florida International","Florida International"
"1302",11,"Home","Penn State","Penn State","Indiana","Indiana"
"1303",11,"Home","Wisconsin","Wisconsin","Washington","Washington"
"1304",11,"Home","Iowa","Iowa","Oregon","Oregon"
"1305",11,"Home","Purdue","Purdue","Ohio State","Ohio State"
"1306",11,"Home","Mississippi State","Mississippi State","Georgia","Georgia"
"1307",11,"Home","Eastern Michigan","Eastern Michigan","Bowling Green","Bowling Green"
"1308",11,"Home","Notre Dame","Notre Dame","Navy","Navy"
"1309",11,"Home","San José State","San José State","Air Force","Air Force"
"1310",11,"Home","Colorado State","Colorado State","UNLV","UNLV"
"1311",11,"Home","Hawai'i","Hawai'i","San Diego State","San Diego State"
"1312",11,"Home","East Carolina","East Carolina","Charlotte","Charlotte"
"1313",11,"Home","Utah State","Utah State","Nevada","Nevada"
"1314",11,"Home","West Virginia","West Virginia","Colorado","Colorado"
"1315",11,"Home","TCU","TCU","Iowa State","Iowa State"
"1316",11,"Home","Kentucky","Kentucky","Florida","Florida"
"1317",11,"Home","Texas Tech","Texas Tech","BYU","BYU"
"1318",11,"Home","Missouri","Missouri","Texas A&M","Texas A&M"
"1319",11,"Home","Ole Miss","Ole Miss","The Citadel","The Citadel"
"1320",11,"Home","Vanderbilt","Vanderbilt","Auburn","Auburn"
"1321",11,"Home","UCF","UCF","Houston","Houston"
"1322",11,"Home","Florida Atlantic","Florida Atlantic","Tulsa","Tulsa"
"1323",11,"Away","Massachusetts","Massachusetts","Akron","Akron"
"1324",11,"Away","Miami (OH)","Miami (OH)","Ohio","Ohio"
"1325",11,"Away","Northern Illinois","Northern Illinois","Toledo","Toledo"
"1326",11,"Away","Kent State","Kent State","Ball State","Ball State"
"1327",11,"Away","UTSA","UTSA","South Florida","South Florida"
"1328",11,"Away","Georgia Southern","Georgia Southern","App State","App State"
"1329",11,"Away","Tulane","Tulane","Memphis","Memphis"
"1330",11,"Away","UAB","UAB","Rice","Rice"
"1331",11,"Away","Louisiana Tech","Louisiana Tech","Delaware","Delaware"
"1332",11,"Away","Missouri State","Missouri State","Liberty","Liberty"
"1333",11,"Away","Kennesaw State","Kennesaw State","New Mexico State","New Mexico State"
"1334",11,"Away","Duke","Duke","UConn","UConn"
"1335",11,"Away","Temple","Temple","Army","Army"
"1336",11,"Away","California","California","Louisville","Louisville"
"1337",11,"Away","SMU","SMU","Boston College","Boston College"
"1338",11,"Away","Stanford","Stanford","North Carolina","North Carolina"
"1339",11,"Away","Southern Miss","Southern Miss","Arkansas State","Arkansas State"
"1340",11,"Away","Texas State","Texas State","Louisiana","Louisiana"
"1341",11,"Away","Florida State","Florida State","Clemson","Clemson"
"1342",11,"Away","Wake Forest","Wake Forest","Virginia","Virginia"
"1343",11,"Away","Syracuse","Syracuse","Miami","Miami"
"1344",11,"Away","Georgia State","Georgia State","Coastal Carolina","Coastal Carolina"
"1345",11,"Away","Kansas","Kansas","Arizona","Arizona"
"1346",11,"Away","Nebraska","Nebraska","UCLA","UCLA"
"1347",11,"Away","Northwestern","Northwestern","USC","USC"
"1348",11,"Away","James Madison","James Madison","Marshall","Marshall"
"1349",11,"Away","LSU","LSU","Alabama","Alabama"
"1350",11,"Away","Sam Houston","Sam Houston","Oregon State","Oregon State"
"1351",11,"Away","Maryland","Maryland","Rutgers","Rutgers"
"1352",11,"Away","Jacksonville State","Jacksonville State","UTEP","UTEP"
"1353",11,"Away","Florida International","Florida International","Middle Tennessee","Middle Tennessee"
"1354",11,"Away","Indiana","Indiana","Penn State","Penn State"
"1355",11,"Away","Washington","Washington","Wisconsin","Wisconsin"
"1356",11,"Away","Oregon","Oregon","Iowa","Iowa"
"1357",11,"Away","Ohio State","Ohio State","Purdue","Purdue"
"1358",11,"Away","Georgia","Georgia","Mississippi State","Mississippi State"
"1359",11,"Away","Bowling Green","Bowling Green","Eastern Michigan","Eastern Michigan"
"1360",11,"Away","Navy","Navy","Notre Dame","Notre Dame"
"1361",11,"Away","Air Force","Air Force","San José State","San José State"
"1362",11,"Away","UNLV","UNLV","Colorado State","Colorado State"
"1363",11,"Away","San Diego State","San Diego State","Hawai'i","Hawai'i"
"1364",11,"Away","Charlotte","Charlotte","East Carolina","East Carolina"
"1365",11,"Away","Nevada","Nevada","Utah State","Utah State"
"1366",11,"Away","Colorado","Colorado","West Virginia","West Virginia"
"1367",11,"Away","Iowa State","Iowa State","TCU","TCU"
"1368",11,"Away","Florida","Florida","Kentucky","Kentucky"
"1369",11,"Away","BYU","BYU","Texas Tech","Texas Tech"
"1370",11,"Away","Texas A&M","Texas A&M","Missouri","Missouri"
"1371",11,"Away","The Citadel","The Citadel","Ole Miss","Ole Miss"
"1372",11,"Away","Auburn","Auburn","Vanderbilt","Vanderbilt"
"1373",11,"Away","Houston","Houston","UCF","UCF"
"1374",11,"Away","Tulsa","Tulsa","Florida Atlantic","Florida Atlantic"
"1375",12,"Home","Akron","Akron","Kent State","Kent State"
"1376",12,"Home","Western Michigan","Western Michigan","Ohio","Ohio"
"1377",12,"Home","Massachusetts","Massachusetts","Northern Illinois","Northern Illinois"
"1378",12,"Home","Central Michigan","Central Michigan","Buffalo","Buffalo"
"1379",12,"Home","Miami (OH)","Miami (OH)","Toledo","Toledo"
"1380",12,"Home","Old Dominion","Old Dominion","Troy","Troy"
"1381",12,"Home","Louisville","Louisville","Clemson","Clemson"
"1382",12,"Home","Kentucky","Kentucky","Tennessee Tech","Tennessee Tech"
"1383",12,"Home","BYU","BYU","TCU","TCU"
"1384",12,"Home","Northwestern","Northwestern","Michigan","Michigan"
"1385",12,"Home","Jacksonville State","Jacksonville State","Kennesaw State","Kennesaw State"
"1386",12,"Home","Oregon","Oregon","Minnesota","Minnesota"
"1387",12,"Home","Georgia Southern","Georgia Southern","Coastal Carolina","Coastal Carolina"
"1388",12,"Home","Georgia State","Georgia State","Marshall","Marshall"
"1389",12,"Home","Alabama","Alabama","Oklahoma","Oklahoma"
"1390",12,"Home","Florida State","Florida State","Virginia Tech","Virginia Tech"
"1391",12,"Home","Oklahoma State","Oklahoma State","Kansas State","Kansas State"
"1392",12,"Home","USC","USC","Iowa","Iowa"
"1393",12,"Home","Western Kentucky","Western Kentucky","Middle Tennessee","Middle Tennessee"
"1394",12,"Home","Miami","Miami","NC State","NC State"
"1395",12,"Home","San Diego State","San Diego State","Boise State","Boise State"
"1396",12,"Home","Georgia","Georgia","Texas","Texas"
"1397",12,"Home","Southern Miss","Southern Miss","Texas State","Texas State"
"1398",12,"Home","Missouri State","Missouri State","UTEP","UTEP"
"1399",12,"Home","Arizona State","Arizona State","West Virginia","West Virginia"
"1400",12,"Home","East Carolina","East Carolina","Memphis","Memphis"
"1401",12,"Home","Cincinnati","Cincinnati","Arizona","Arizona"
"1402",12,"Home","Illinois","Illinois","Maryland","Maryland"
"1403",12,"Home","Florida International","Florida International","Liberty","Liberty"
"1404",12,"Home","Ball State","Ball State","Eastern Michigan","Eastern Michigan"
"1405",12,"Home","New Mexico","New Mexico","Colorado State","Colorado State"
"1406",12,"Home","Texas A&M","Texas A&M","South Carolina","South Carolina"
"1407",12,"Home","Washington","Washington","Purdue","Purdue"
"1408",12,"Home","LSU","LSU","Arkansas","Arkansas"
"1409",12,"Home","Nevada","Nevada","San José State","San José State"
"1410",12,"Home","James Madison","James Madison","App State","App State"
"1411",12,"Home","Texas Tech","Texas Tech","UCF","UCF"
"1412",12,"Home","UConn","UConn","Air Force","Air Force"
"1413",12,"Home","UAB","UAB","North Texas","North Texas"
"1414",12,"Home","Indiana","Indiana","Wisconsin","Wisconsin"
"1415",12,"Home","Ole Miss","Ole Miss","Florida","Florida"
"1416",12,"Home","Pittsburgh","Pittsburgh","Notre Dame","Notre Dame"
"1417",12,"Home","UNLV","UNLV","Utah State","Utah State"
"1418",12,"Home","Washington State","Washington State","Louisiana Tech","Louisiana Tech"
"1419",12,"Home","Tulane","Tulane","Florida Atlantic","Florida Atlantic"
"1420",12,"Home","Missouri","Missouri","Mississippi State","Mississippi State"
"1421",12,"Home","Michigan State","Michigan State","Penn State","Penn State"
"1422",12,"Home","Fresno State","Fresno State","Wyoming","Wyoming"
"1423",12,"Home","Navy","Navy","South Florida","South Florida"
"1424",12,"Home","Ohio State","Ohio State","UCLA","UCLA"
"1425",12,"Home","Tulsa","Tulsa","Oregon State","Oregon State"
"1426",12,"Home","Boston College","Boston College","Georgia Tech","Georgia Tech"
"1427",12,"Home","Tennessee","Tennessee","New Mexico State","New Mexico State"
"1428",12,"Home","UL Monroe","UL Monroe","South Alabama","South Alabama"
"1429",12,"Home","Sam Houston","Sam Houston","Delaware","Delaware"
"1430",12,"Home","Duke","Duke","Virginia","Virginia"
"1431",12,"Home","Baylor","Baylor","Utah","Utah"
"1432",12,"Home","Charlotte","Charlotte","UTSA","UTSA"
"1433",12,"Home","Wake Forest","Wake Forest","North Carolina","North Carolina"
"1434",12,"Away","Kent State","Kent State","Akron","Akron"
"1435",12,"Away","Ohio","Ohio","Western Michigan","Western Michigan"
"1436",12,"Away","Northern Illinois","Northern Illinois","Massachusetts","Massachusetts"
"1437",12,"Away","Buffalo","Buffalo","Central Michigan","Central Michigan"
"1438",12,"Away","Toledo","Toledo","Miami (OH)","Miami (OH)"
"1439",12,"Away","Troy","Troy","Old Dominion","Old Dominion"
"1440",12,"Away","Clemson","Clemson","Louisville","Louisville"
"1441",12,"Away","Tennessee Tech","Tennessee Tech","Kentucky","Kentucky"
"1442",12,"Away","TCU","TCU","BYU","BYU"
"1443",12,"Away","Michigan","Michigan","Northwestern","Northwestern"
"1444",12,"Away","Kennesaw State","Kennesaw State","Jacksonville State","Jacksonville State"
"1445",12,"Away","Minnesota","Minnesota","Oregon","Oregon"
"1446",12,"Away","Coastal Carolina","Coastal Carolina","Georgia Southern","Georgia Southern"
"1447",12,"Away","Marshall","Marshall","Georgia State","Georgia State"
"1448",12,"Away","Oklahoma","Oklahoma","Alabama","Alabama"
"1449",12,"Away","Virginia Tech","Virginia Tech","Florida State","Florida State"
"1450",12,"Away","Kansas State","Kansas State","Oklahoma State","Oklahoma State"
"1451",12,"Away","Iowa","Iowa","USC","USC"
"1452",12,"Away","Middle Tennessee","Middle Tennessee","Western Kentucky","Western Kentucky"
"1453",12,"Away","NC State","NC State","Miami","Miami"
"1454",12,"Away","Boise State","Boise State","San Diego State","San Diego State"
"1455",12,"Away","Texas","Texas","Georgia","Georgia"
"1456",12,"Away","Texas State","Texas State","Southern Miss","Southern Miss"
"1457",12,"Away","UTEP","UTEP","Missouri State","Missouri State"
"1458",12,"Away","West Virginia","West Virginia","Arizona State","Arizona State"
"1459",12,"Away","Memphis","Memphis","East Carolina","East Carolina"
"1460",12,"Away","Arizona","Arizona","Cincinnati","Cincinnati"
"1461",12,"Away","Maryland","Maryland","Illinois","Illinois"
"1462",12,"Away","Liberty","Liberty","Florida International","Florida International"
"1463",12,"Away","Eastern Michigan","Eastern Michigan","Ball State","Ball State"
"1464",12,"Away","Colorado State","Colorado State","New Mexico","New Mexico"
"1465",12,"Away","South Carolina","South Carolina","Texas A&M","Texas A&M"
"1466",12,"Away","Purdue","Purdue","Washington","Washington"
"1467",12,"Away","Arkansas","Arkansas","LSU","LSU"
"1468",12,"Away","San José State","San José State","Nevada","Nevada"
"1469",12,"Away","App State","App State","James Madison","James Madison"
"1470",12,"Away","UCF","UCF","Texas Tech","Texas Tech"
"1471",12,"Away","Air Force","Air Force","UConn","UConn"
"1472",12,"Away","North Texas","North Texas","UAB","UAB"
"1473",12,"Away","Wisconsin","Wisconsin","Indiana","Indiana"
"1474",12,"Away","Florida","Florida","Ole Miss","Ole Miss"
"1475",12,"Away","Notre Dame","Notre Dame","Pittsburgh","Pittsburgh"
"1476",12,"Away","Utah State","Utah State","UNLV","UNLV"
"1477",12,"Away","Louisiana Tech","Louisiana Tech","Washington State","Washington State"
"1478",12,"Away","Florida Atlantic","Florida Atlantic","Tulane","Tulane"
"1479",12,"Away","Mississippi State","Mississippi State","Missouri","Missouri"
"1480",12,"Away","Penn State","Penn State","Michigan State","Michigan State"
"1481",12,"Away","Wyoming","Wyoming","Fresno State","Fresno State"
"1482",12,"Away","South Florida","South Florida","Navy","Navy"
"1483",12,"Away","UCLA","UCLA","Ohio State","Ohio State"
"1484",12,"Away","Oregon State","Oregon State","Tulsa","Tulsa"
"1485",12,"Away","Georgia Tech","Georgia Tech","Boston College","Boston College"
"1486",12,"Away","New Mexico State","New Mexico State","Tennessee","Tennessee"
"1487",12,"Away","South Alabama","South Alabama","UL Monroe","UL Monroe"
"1488",12,"Away","Delaware","Delaware","Sam Houston","Sam Houston"
"1489",12,"Away","Virginia","Virginia","Duke","Duke"
"1490",12,"Away","Utah","Utah","Baylor","Baylor"
"1491",12,"Away","UTSA","UTSA","Charlotte","Charlotte"
"1492",12,"Away","North Carolina","North Carolina","Wake Forest","Wake Forest"
"1493",13,"Home","Northern Illinois","Northern Illinois","Western Michigan","Western Michigan"
"1494",13,"Home","Bowling Green","Bowling Green","Akron","Akron"
"1495",13,"Home","Ohio","Ohio","Massachusetts","Massachusetts"
"1496",13,"Home","Buffalo","Buffalo","Miami (OH)","Miami (OH)"
"1497",13,"Home","Kent State","Kent State","Central Michigan","Central Michigan"
"1498",13,"Home","Arkansas State","Arkansas State","Louisiana","Louisiana"
"1499",13,"Home","NC State","NC State","Florida State","Florida State"
"1500",13,"Home","Vanderbilt","Vanderbilt","Kentucky","Kentucky"
"1501",13,"Home","San Diego State","San Diego State","San José State","San José State"
"1502",13,"Home","Kennesaw State","Kennesaw State","Missouri State","Missouri State"
"1503",13,"Home","Oregon","Oregon","USC","USC"
"1504",13,"Home","Iowa","Iowa","Michigan State","Michigan State"
"1505",13,"Home","Florida International","Florida International","Jacksonville State","Jacksonville State"
"1506",13,"Home","Boise State","Boise State","Colorado State","Colorado State"
"1507",13,"Home","Alabama","Alabama","Eastern Illinois","Eastern Illinois"
"1508",13,"Home","Wisconsin","Wisconsin","Illinois","Illinois"
"1509",13,"Home","Louisiana Tech","Louisiana Tech","Liberty","Liberty"
"1510",13,"Home","Middle Tennessee","Middle Tennessee","Sam Houston","Sam Houston"
"1511",13,"Home","Penn State","Penn State","Nebraska","Nebraska"
"1512",13,"Home","Fresno State","Fresno State","Utah State","Utah State"
"1513",13,"Home","Ohio State","Ohio State","Rutgers","Rutgers"
"1514",13,"Home","UTEP","UTEP","New Mexico State","New Mexico State"
"1515",13,"Home","South Carolina","South Carolina","Coastal Carolina","Coastal Carolina"
"1516",13,"Home","Air Force","Air Force","New Mexico","New Mexico"
"1517",13,"Home","UNLV","UNLV","Hawai'i","Hawai'i"
"1518",13,"Home","Maryland","Maryland","Michigan","Michigan"
"1519",13,"Home","Wyoming","Wyoming","Nevada","Nevada"
"1520",13,"Home","James Madison","James Madison","Washington State","Washington State"
"1521",13,"Home","Northwestern","Northwestern","Minnesota","Minnesota"
"1522",13,"Home","Auburn","Auburn","Mercer","Mercer"
"1523",13,"Home","Georgia Southern","Georgia Southern","Old Dominion","Old Dominion"
"1524",13,"Home","UCLA","UCLA","Washington","Washington"
"1525",13,"Home","Utah","Utah","Kansas State","Kansas State"
"1526",13,"Home","Florida","Florida","Tennessee","Tennessee"
"1527",13,"Home","Colorado","Colorado","Arizona State","Arizona State"
"1528",13,"Home","Arizona","Arizona","Baylor","Baylor"
"1529",13,"Home","SMU","SMU","Louisville","Louisville"
"1530",13,"Home","Georgia","Georgia","Charlotte","Charlotte"
"1531",13,"Home","App State","App State","Marshall","Marshall"
"1532",13,"Home","Virginia Tech","Virginia Tech","Miami","Miami"
"1533",13,"Home","South Alabama","South Alabama","Southern Miss","Southern Miss"
"1534",13,"Home","Iowa State","Iowa State","Kansas","Kansas"
"1535",13,"Home","LSU","LSU","Western Kentucky","Western Kentucky"
"1536",13,"Home","Notre Dame","Notre Dame","Syracuse","Syracuse"
"1537",13,"Home","Clemson","Clemson","Furman","Furman"
"1538",13,"Home","Texas","Texas","Arkansas","Arkansas"
"1539",13,"Home","Wake Forest","Wake Forest","Delaware","Delaware"
"1540",13,"Home","Texas State","Texas State","UL Monroe","UL Monroe"
"1541",13,"Home","UTSA","UTSA","East Carolina","East Carolina"
"1542",13,"Home","North Carolina","North Carolina","Duke","Duke"
"1543",13,"Home","Oklahoma","Oklahoma","Missouri","Missouri"
"1544",13,"Home","Rice","Rice","North Texas","North Texas"
"1545",13,"Home","UCF","UCF","Oklahoma State","Oklahoma State"
"1546",13,"Home","Houston","Houston","TCU","TCU"
"1547",13,"Home","Georgia Tech","Georgia Tech","Pittsburgh","Pittsburgh"
"1548",13,"Home","Stanford","Stanford","California","California"
"1549",13,"Home","UAB","UAB","South Florida","South Florida"
"1550",13,"Home","Troy","Troy","Georgia State","Georgia State"
"1551",13,"Home","Florida Atlantic","Florida Atlantic","UConn","UConn"
"1552",13,"Home","Army","Army","Tulsa","Tulsa"
"1553",13,"Home","Texas A&M","Texas A&M","Samford","Samford"
"1554",13,"Home","Toledo","Toledo","Ball State","Ball State"
"1555",13,"Home","Temple","Temple","Tulane","Tulane"
"1556",13,"Home","Cincinnati","Cincinnati","BYU","BYU"
"1557",13,"Away","Western Michigan","Western Michigan","Northern Illinois","Northern Illinois"
"1558",13,"Away","Akron","Akron","Bowling Green","Bowling Green"
"1559",13,"Away","Massachusetts","Massachusetts","Ohio","Ohio"
"1560",13,"Away","Miami (OH)","Miami (OH)","Buffalo","Buffalo"
"1561",13,"Away","Central Michigan","Central Michigan","Kent State","Kent State"
"1562",13,"Away","Louisiana","Louisiana","Arkansas State","Arkansas State"
"1563",13,"Away","Florida State","Florida State","NC State","NC State"
"1564",13,"Away","Kentucky","Kentucky","Vanderbilt","Vanderbilt"
"1565",13,"Away","San José State","San José State","San Diego State","San Diego State"
"1566",13,"Away","Missouri State","Missouri State","Kennesaw State","Kennesaw State"
"1567",13,"Away","USC","USC","Oregon","Oregon"
"1568",13,"Away","Michigan State","Michigan State","Iowa","Iowa"
"1569",13,"Away","Jacksonville State","Jacksonville State","Florida International","Florida International"
"1570",13,"Away","Colorado State","Colorado State","Boise State","Boise State"
"1571",13,"Away","Eastern Illinois","Eastern Illinois","Alabama","Alabama"
"1572",13,"Away","Illinois","Illinois","Wisconsin","Wisconsin"
"1573",13,"Away","Liberty","Liberty","Louisiana Tech","Louisiana Tech"
"1574",13,"Away","Sam Houston","Sam Houston","Middle Tennessee","Middle Tennessee"
"1575",13,"Away","Nebraska","Nebraska","Penn State","Penn State"
"1576",13,"Away","Utah State","Utah State","Fresno State","Fresno State"
"1577",13,"Away","Rutgers","Rutgers","Ohio State","Ohio State"
"1578",13,"Away","New Mexico State","New Mexico State","UTEP","UTEP"
"1579",13,"Away","Coastal Carolina","Coastal Carolina","South Carolina","South Carolina"
"1580",13,"Away","New Mexico","New Mexico","Air Force","Air Force"
"1581",13,"Away","Hawai'i","Hawai'i","UNLV","UNLV"
"1582",13,"Away","Michigan","Michigan","Maryland","Maryland"
"1583",13,"Away","Nevada","Nevada","Wyoming","Wyoming"
"1584",13,"Away","Washington State","Washington State","James Madison","James Madison"
"1585",13,"Away","Minnesota","Minnesota","Northwestern","Northwestern"
"1586",13,"Away","Mercer","Mercer","Auburn","Auburn"
"1587",13,"Away","Old Dominion","Old Dominion","Georgia Southern","Georgia Southern"
"1588",13,"Away","Washington","Washington","UCLA","UCLA"
"1589",13,"Away","Kansas State","Kansas State","Utah","Utah"
"1590",13,"Away","Tennessee","Tennessee","Florida","Florida"
"1591",13,"Away","Arizona State","Arizona State","Colorado","Colorado"
"1592",13,"Away","Baylor","Baylor","Arizona","Arizona"
"1593",13,"Away","Louisville","Louisville","SMU","SMU"
"1594",13,"Away","Charlotte","Charlotte","Georgia","Georgia"
"1595",13,"Away","Marshall","Marshall","App State","App State"
"1596",13,"Away","Miami","Miami","Virginia Tech","Virginia Tech"
"1597",13,"Away","Southern Miss","Southern Miss","South Alabama","South Alabama"
"1598",13,"Away","Kansas","Kansas","Iowa State","Iowa State"
"1599",13,"Away","Western Kentucky","Western Kentucky","LSU","LSU"
"1600",13,"Away","Syracuse","Syracuse","Notre Dame","Notre Dame"
"1601",13,"Away","Furman","Furman","Clemson","Clemson"
"1602",13,"Away","Arkansas","Arkansas","Texas","Texas"
"1603",13,"Away","Delaware","Delaware","Wake Forest","Wake Forest"
"1604",13,"Away","UL Monroe","UL Monroe","Texas State","Texas State"
"1605",13,"Away","East Carolina","East Carolina","UTSA","UTSA"
"1606",13,"Away","Duke","Duke","North Carolina","North Carolina"
"1607",13,"Away","Missouri","Missouri","Oklahoma","Oklahoma"
"1608",13,"Away","North Texas","North Texas","Rice","Rice"
"1609",13,"Away","Oklahoma State","Oklahoma State","UCF","UCF"
"1610",13,"Away","TCU","TCU","Houston","Houston"
"1611",13,"Away","Pittsburgh","Pittsburgh","Georgia Tech","Georgia Tech"
"1612",13,"Away","California","California","Stanford","Stanford"
"1613",13,"Away","South Florida","South Florida","UAB","UAB"
"1614",13,"Away","Georgia State","Georgia State","Troy","Troy"
"1615",13,"Away","UConn","UConn","Florida Atlantic","Florida Atlantic"
"1616",13,"Away","Tulsa","Tulsa","Army","Army"
"1617",13,"Away","Samford","Samford","Texas A&M","Texas A&M"
"1618",13,"Away","Ball State","Ball State","Toledo","Toledo"
"1619",13,"Away","Tulane","Tulane","Temple","Temple"
"1620",13,"Away","BYU","BYU","Cincinnati","Cincinnati"
"1621",14,"Home","Massachusetts","Massachusetts","Bowling Green","Bowling Green"
"1622",14,"Home","Eastern Michigan","Eastern Michigan","Western Michigan","Western Michigan"
"1623",14,"Home","Memphis","Memphis","Navy","Navy"
"1624",14,"Home","Buffalo","Buffalo","Ohio","Ohio"
"1625",14,"Home","Northern Illinois","Northern Illinois","Kent State","Kent State"
"1626",14,"Home","UTSA","UTSA","Army","Army"
"1627",14,"Home","Nebraska","Nebraska","Iowa","Iowa"
"1628",14,"Home","Mississippi State","Mississippi State","Ole Miss","Ole Miss"
"1629",14,"Home","Colorado State","Colorado State","Air Force","Air Force"
"1630",14,"Home","Baylor","Baylor","Houston","Houston"
"1631",14,"Home","Texas State","Texas State","South Alabama","South Alabama"
"1632",14,"Home","Minnesota","Minnesota","Wisconsin","Wisconsin"
"1633",14,"Home","Purdue","Purdue","Indiana","Indiana"
"1634",14,"Home","Tulane","Tulane","Charlotte","Charlotte"
"1635",14,"Home","Oklahoma","Oklahoma","LSU","LSU"
"1636",14,"Home","Tennessee","Tennessee","Vanderbilt","Vanderbilt"
"1637",14,"Home","NC State","NC State","North Carolina","North Carolina"
"1638",14,"Home","Oklahoma State","Oklahoma State","Iowa State","Iowa State"
"1639",14,"Home","Duke","Duke","Wake Forest","Wake Forest"
"1640",14,"Home","Rutgers","Rutgers","Penn State","Penn State"
"1641",14,"Home","Utah State","Utah State","Boise State","Boise State"
"1642",14,"Home","Delaware","Delaware","UTEP","UTEP"
"1643",14,"Home","South Florida","South Florida","Rice","Rice"
"1644",14,"Home","New Mexico","New Mexico","San Diego State","San Diego State"
"1645",14,"Home","Washington","Washington","Oregon","Oregon"
"1646",14,"Home","Louisville","Louisville","Kentucky","Kentucky"
"1647",14,"Home","Southern Miss","Southern Miss","Troy","Troy"
"1648",14,"Home","Texas","Texas","Texas A&M","Texas A&M"
"1649",14,"Home","Illinois","Illinois","Northwestern","Northwestern"
"1650",14,"Home","Missouri State","Missouri State","Louisiana Tech","Louisiana Tech"
"1651",14,"Home","San José State","San José State","Fresno State","Fresno State"
"1652",14,"Home","Georgia Tech","Georgia Tech","Georgia","Georgia"
"1653",14,"Home","New Mexico State","New Mexico State","Middle Tennessee","Middle Tennessee"
"1654",14,"Home","Hawai'i","Hawai'i","Wyoming","Wyoming"
"1655",14,"Home","Florida","Florida","Florida State","Florida State"
"1656",14,"Home","Old Dominion","Old Dominion","Georgia State","Georgia State"
"1657",14,"Home","Coastal Carolina","Coastal Carolina","James Madison","James Madison"
"1658",14,"Home","Arizona State","Arizona State","Arizona","Arizona"
"1659",14,"Home","TCU","TCU","Cincinnati","Cincinnati"
"1660",14,"Home","App State","App State","Arkansas State","Arkansas State"
"1661",14,"Home","California","California","SMU","SMU"
"1662",14,"Home","Tulsa","Tulsa","UAB","UAB"
"1663",14,"Home","Stanford","Stanford","Notre Dame","Notre Dame"
"1664",14,"Home","Kansas","Kansas","Utah","Utah"
"1665",14,"Home","Arkansas","Arkansas","Missouri","Missouri"
"1666",14,"Home","Liberty","Liberty","Kennesaw State","Kennesaw State"
"1667",14,"Home","Central Michigan","Central Michigan","Toledo","Toledo"
"1668",14,"Home","Jacksonville State","Jacksonville State","Western Kentucky","Western Kentucky"
"1669",14,"Home","USC","USC","UCLA","UCLA"
"1670",14,"Home","Auburn","Auburn","Alabama","Alabama"
